course_id,location_name,city,state
061896E,Australian Catholic University-Canberra Campus,Watson,ACT
061896E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
061896E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
061898C,Australian Catholic University-Brisbane Campus,BANYO,QLD
061898C,Australian Catholic University-Canberra Campus,Watson,ACT
061898C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
061898C,Strathfield Campus,STRATHFIELD,NSW
063671F,Australian Catholic University-Brisbane Campus,BANYO,QLD
063671F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
063671F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
063890F,Australian Catholic University-Ballarat Campus,Ballarat,VIC
063890F,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
063890F,Australian Catholic University-Brisbane Campus,BANYO,QLD
063890F,Australian Catholic University-Canberra Campus,Watson,ACT
063890F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
063890F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
063890F,Strathfield Campus,STRATHFIELD,NSW
063898J,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
066741F,Australian Catholic University-Brisbane Campus,BANYO,QLD
066741F,Australian Catholic University-Canberra Campus,Watson,ACT
066741F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
066741F,Strathfield Campus,STRATHFIELD,NSW
068234J,Australian Catholic University-Brisbane Campus,BANYO,QLD
068234J,Australian Catholic University-Canberra Campus,Watson,ACT
068234J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
068234J,Strathfield Campus,STRATHFIELD,NSW
068235G,Australian Catholic University-Canberra Campus,Watson,ACT
068235G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
068235G,Strathfield Campus,STRATHFIELD,NSW
068237F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
068237F,Strathfield Campus,STRATHFIELD,NSW
068238E,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
068238E,Australian Catholic University-Brisbane Campus,BANYO,QLD
068238E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
068238E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
068238E,Strathfield Campus,STRATHFIELD,NSW
068239D,Australian Catholic University-Brisbane Campus,BANYO,QLD
068239D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
068239D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
068241K,Australian Catholic University-Brisbane Campus,BANYO,QLD
068241K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
068241K,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
068241K,Strathfield Campus,STRATHFIELD,NSW
069051G,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
069051G,Australian Catholic University-Brisbane Campus,BANYO,QLD
069051G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
069051G,Strathfield Campus,STRATHFIELD,NSW
069052G,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
069052G,Australian Catholic University-Brisbane Campus,BANYO,QLD
069052G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
069052G,Strathfield Campus,STRATHFIELD,NSW
071003J,Australian Catholic University-Brisbane Campus,BANYO,QLD
071003J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
071003J,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
071241F,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
071241F,Australian Catholic University-Brisbane Campus,BANYO,QLD
071241F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
071241F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
071515G,Australian Catholic University-Ballarat Campus,Ballarat,VIC
071515G,Australian Catholic University-Brisbane Campus,BANYO,QLD
071515G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
072325E,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
072325E,Australian Catholic University-Brisbane Campus,BANYO,QLD
072325E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
072325E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
073336E,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
073336E,Australian Catholic University-Brisbane Campus,BANYO,QLD
073336E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
073336E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
073336E,Strathfield Campus,STRATHFIELD,NSW
073628D,Australian Catholic University-Brisbane Campus,BANYO,QLD
073628D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
073628D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
074588K,Australian Catholic University-Brisbane Campus,BANYO,QLD
074588K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
074588K,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
074604D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
074604D,Strathfield Campus,STRATHFIELD,NSW
074605C,Australian Catholic University-Brisbane Campus,BANYO,QLD
074605C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
074605C,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
074605C,Strathfield Campus,STRATHFIELD,NSW
074606B,Australian Catholic University-Brisbane Campus,BANYO,QLD
074606B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
074606B,Strathfield Campus,STRATHFIELD,NSW
074607A,Australian Catholic University-Brisbane Campus,BANYO,QLD
074607A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
074607A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
074607A,Strathfield Campus,STRATHFIELD,NSW
074608M,Australian Catholic University-Brisbane Campus,BANYO,QLD
074608M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
074608M,Strathfield Campus,STRATHFIELD,NSW
076036D,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
076036D,Australian Catholic University-Brisbane Campus,BANYO,QLD
076036D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
076036D,Strathfield Campus,STRATHFIELD,NSW
076790C,Australian Catholic University-Brisbane Campus,BANYO,QLD
076790C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
076790C,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
078169G,Australian Catholic University-Brisbane Campus,BANYO,QLD
078169G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
078169G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
078169G,Strathfield Campus,STRATHFIELD,NSW
078172B,Australian Catholic University-Ballarat Campus,Ballarat,VIC
078172B,Australian Catholic University-Brisbane Campus,BANYO,QLD
078172B,Australian Catholic University-Canberra Campus,Watson,ACT
078172B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
078172B,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
078173A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
078173A,Strathfield Campus,STRATHFIELD,NSW
078174M,Australian Catholic University-Brisbane Campus,BANYO,QLD
078174M,Australian Catholic University-Canberra Campus,Watson,ACT
078174M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
078174M,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
078731J,Australian Catholic University-Ballarat Campus,Ballarat,VIC
078731J,Australian Catholic University-Brisbane Campus,BANYO,QLD
078731J,Australian Catholic University-Canberra Campus,Watson,ACT
078731J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
078731J,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
078731J,Strathfield Campus,STRATHFIELD,NSW
078736D,Australian Catholic University-Ballarat Campus,Ballarat,VIC
078736D,Australian Catholic University-Brisbane Campus,BANYO,QLD
078736D,Australian Catholic University-Canberra Campus,Watson,ACT
078736D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
078736D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
078736D,Strathfield Campus,STRATHFIELD,NSW
079428G,Australian Catholic University-Brisbane Campus,BANYO,QLD
079428G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079428G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079428G,Strathfield Campus,STRATHFIELD,NSW
079430C,Australian Catholic University-Brisbane Campus,BANYO,QLD
079430C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079430C,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079432A,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
079432A,Australian Catholic University-Brisbane Campus,BANYO,QLD
079432A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079432A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079434K,Australian Catholic University-Brisbane Campus,BANYO,QLD
079434K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079434K,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079436G,Australian Catholic University-Brisbane Campus,BANYO,QLD
079436G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079436G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079436G,Strathfield Campus,STRATHFIELD,NSW
079438F,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
079438F,Australian Catholic University-Brisbane Campus,BANYO,QLD
079438F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079438F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079440A,Australian Catholic University-Brisbane Campus,BANYO,QLD
079440A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079440A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079440A,Strathfield Campus,STRATHFIELD,NSW
079442K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079445G,Australian Catholic University-Brisbane Campus,BANYO,QLD
079445G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079445G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079445G,Strathfield Campus,STRATHFIELD,NSW
079448D,Australian Catholic University-Brisbane Campus,BANYO,QLD
079448D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079448D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079448D,Strathfield Campus,STRATHFIELD,NSW
079451J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079454F,Australian Catholic University-Brisbane Campus,BANYO,QLD
079454F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079454F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
079874G,Australian Catholic University-Brisbane Campus,BANYO,QLD
079874G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
079874G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
082139B,Australian Catholic University-Brisbane Campus,BANYO,QLD
082139B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
082139B,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
083210C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
083210C,Strathfield Campus,STRATHFIELD,NSW
083212A,Australian Catholic University-Ballarat Campus,Ballarat,VIC
083212A,Australian Catholic University-Brisbane Campus,BANYO,QLD
083212A,Australian Catholic University-Canberra Campus,Watson,ACT
083212A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
083212A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
083212A,Strathfield Campus,STRATHFIELD,NSW
083213M,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
083213M,Australian Catholic University-Brisbane Campus,BANYO,QLD
083213M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
083213M,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
083213M,Strathfield Campus,STRATHFIELD,NSW
083215J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
083215J,Strathfield Campus,STRATHFIELD,NSW
083322F,Australian Catholic University-Brisbane Campus,BANYO,QLD
083322F,Australian Catholic University-Canberra Campus,Watson,ACT
083322F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
083322F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084316G,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
084316G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084317F,Australian Catholic University-Ballarat Campus,Ballarat,VIC
084317F,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
084317F,Australian Catholic University-Brisbane Campus,BANYO,QLD
084317F,Australian Catholic University-Canberra Campus,Watson,ACT
084317F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084317F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084317F,Strathfield Campus,STRATHFIELD,NSW
084319D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084320M,Australian Catholic University-Brisbane Campus,BANYO,QLD
084320M,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084325F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084332G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084338A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084338A,Strathfield Campus,STRATHFIELD,NSW
084339M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084346A,Australian Catholic University-Brisbane Campus,BANYO,QLD
084346A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084346A,Strathfield Campus,STRATHFIELD,NSW
084682G,Australian Catholic University - Brisbane Leadership Centre,Brisbane,QLD
084682G,Australian Catholic University-Brisbane Campus,BANYO,QLD
084682G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084682G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084789G,Australian Catholic University-Brisbane Campus,BANYO,QLD
084789G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084789G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084790C,Australian Catholic University-Brisbane Campus,BANYO,QLD
084790C,Australian Catholic University-Canberra Campus,Watson,ACT
084790C,Strathfield Campus,STRATHFIELD,NSW
084791B,Australian Catholic University-Brisbane Campus,BANYO,QLD
084791B,Australian Catholic University-Canberra Campus,Watson,ACT
084791B,Strathfield Campus,STRATHFIELD,NSW
084792A,Australian Catholic University-Ballarat Campus,Ballarat,VIC
084792A,Australian Catholic University-Brisbane Campus,BANYO,QLD
084792A,Australian Catholic University-Canberra Campus,Watson,ACT
084792A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084792A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
084792A,Strathfield Campus,STRATHFIELD,NSW
084793M,Australian Catholic University-Ballarat Campus,Ballarat,VIC
084793M,Australian Catholic University-Brisbane Campus,BANYO,QLD
084793M,Australian Catholic University-Canberra Campus,Watson,ACT
084793M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
084793M,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
085312C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
085337E,Australian Catholic University - Brisbane Leadership Centre,Brisbane,QLD
085337E,Australian Catholic University-Brisbane Campus,BANYO,QLD
085337E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
085337E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
086187F,Australian Catholic University-Ballarat Campus,Ballarat,VIC
086187F,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
086187F,Australian Catholic University-Brisbane Campus,BANYO,QLD
086187F,Australian Catholic University-Canberra Campus,Watson,ACT
086187F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
086187F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
086188E,Australian Catholic University-Brisbane Campus,BANYO,QLD
086188E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
086188E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
086191K,Australian Catholic University-Ballarat Campus,Ballarat,VIC
086191K,Australian Catholic University-Brisbane Campus,BANYO,QLD
086191K,Australian Catholic University-Canberra Campus,Watson,ACT
086191K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
086191K,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
086192J,Australian Catholic University-Ballarat Campus,Ballarat,VIC
086192J,Australian Catholic University-Brisbane Campus,BANYO,QLD
086192J,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
088051F,Australian Catholic University-Brisbane Campus,BANYO,QLD
088051F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
088051F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
088052E,Australian Catholic University-Brisbane Campus,BANYO,QLD
088052E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
088052E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
088053D,Australian Catholic University-Brisbane Campus,BANYO,QLD
088053D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
088053D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
088340G,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
088340G,Australian Catholic University-Brisbane Campus,BANYO,QLD
088340G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
088340G,Strathfield Campus,STRATHFIELD,NSW
088493B,Australian Catholic University-Ballarat Campus,Ballarat,VIC
088493B,Australian Catholic University-Brisbane Campus,BANYO,QLD
088493B,Australian Catholic University-Canberra Campus,Watson,ACT
088493B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
089309K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
089310F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
089311E,Australian Catholic University-Ballarat Campus,Ballarat,VIC
089311E,Australian Catholic University-Brisbane Campus,BANYO,QLD
089311E,Australian Catholic University-Canberra Campus,Watson,ACT
089311E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
089311E,Strathfield Campus,STRATHFIELD,NSW
089312D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
089312D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
089312D,Strathfield Campus,STRATHFIELD,NSW
090702B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090703A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090704M,Australian Catholic University-Brisbane Campus,BANYO,QLD
090704M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090704M,Strathfield Campus,STRATHFIELD,NSW
090705K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090705K,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090706J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090706J,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090706J,Strathfield Campus,STRATHFIELD,NSW
090707G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090707G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090708G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090708G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090709F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090709F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090710B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090710B,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090710B,Strathfield Campus,STRATHFIELD,NSW
090711A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090711A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090711A,Strathfield Campus,STRATHFIELD,NSW
090712M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
090712M,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
090712M,Strathfield Campus,STRATHFIELD,NSW
093165J,Australian Catholic University-Ballarat Campus,Ballarat,VIC
093165J,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
093165J,Australian Catholic University-Brisbane Campus,BANYO,QLD
093165J,Australian Catholic University-Canberra Campus,Watson,ACT
093165J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
093165J,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
093165J,Strathfield Campus,STRATHFIELD,NSW
094690B,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
094690B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
094690B,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
095923D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
095926A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
095926A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
096047B,Australian Catholic University-Brisbane Campus,BANYO,QLD
096047B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
096047B,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
096065M,Australian Catholic University-Brisbane Campus,BANYO,QLD
096065M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
096065M,Strathfield Campus,STRATHFIELD,NSW
096799F,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
096799F,Australian Catholic University-Brisbane Campus,BANYO,QLD
096799F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
096799F,Strathfield Campus,STRATHFIELD,NSW
096830A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
096830A,Strathfield Campus,STRATHFIELD,NSW
096831M,Australian Catholic University-Brisbane Campus,BANYO,QLD
096831M,Australian Catholic University-Canberra Campus,Watson,ACT
096831M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
096831M,Strathfield Campus,STRATHFIELD,NSW
097176G,Australian Catholic University-Ballarat Campus,Ballarat,VIC
097176G,Australian Catholic University-Brisbane Campus,BANYO,QLD
097176G,Australian Catholic University-Canberra Campus,Watson,ACT
097176G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
097176G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
097176G,Strathfield Campus,STRATHFIELD,NSW
097207E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
097208D,Australian Catholic University-Brisbane Campus,BANYO,QLD
097208D,Australian Catholic University-Canberra Campus,Watson,ACT
097208D,Strathfield Campus,STRATHFIELD,NSW
097980A,Australian Catholic University-Ballarat Campus,Ballarat,VIC
097980A,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
097980A,Australian Catholic University-Brisbane Campus,BANYO,QLD
097980A,Australian Catholic University-Canberra Campus,Watson,ACT
097980A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
097980A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
097980A,Strathfield Campus,STRATHFIELD,NSW
097981M,Australian Catholic University-Ballarat Campus,Ballarat,VIC
097981M,Australian Catholic University-Brisbane Campus,BANYO,QLD
097981M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
097981M,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
098379K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
098379K,Strathfield Campus,STRATHFIELD,NSW
098380F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
098380F,Strathfield Campus,STRATHFIELD,NSW
098381E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
098381E,Strathfield Campus,STRATHFIELD,NSW
099127M,Australian Catholic University-Melbourne Campus,FITZROY,VIC
099128K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
099129J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
099393D,Australian Catholic University-Brisbane Campus,BANYO,QLD
099393D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
099393D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
099393D,Strathfield Campus,STRATHFIELD,NSW
102185D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
102185D,Strathfield Campus,STRATHFIELD,NSW
102811E,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
102811E,Australian Catholic University-Brisbane Campus,BANYO,QLD
102811E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
102811E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
102812D,Australian Catholic University-Brisbane Campus,BANYO,QLD
102812D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
102812D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
102813C,Australian Catholic University-Brisbane Campus,BANYO,QLD
102813C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
102813C,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
102814B,Australian Catholic University-Brisbane Campus,BANYO,QLD
102814B,Australian Catholic University-Melbourne Campus,FITZROY,VIC
102814B,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
102815A,Australian Catholic University-Brisbane Campus,BANYO,QLD
102815A,Australian Catholic University-Melbourne Campus,FITZROY,VIC
102815A,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
103846H,Australian Catholic University-Melbourne Campus,FITZROY,VIC
103847G,Australian Catholic University-Ballarat Campus,Ballarat,VIC
103847G,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
103847G,Australian Catholic University-Brisbane Campus,BANYO,QLD
103847G,Australian Catholic University-Canberra Campus,Watson,ACT
103847G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
103847G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
103847G,Strathfield Campus,STRATHFIELD,NSW
105271D,Australian Catholic University-Brisbane Campus,BANYO,QLD
105271D,Australian Catholic University-Canberra Campus,Watson,ACT
105271D,Strathfield Campus,STRATHFIELD,NSW
106762K,Australian Catholic University-Brisbane Campus,BANYO,QLD
106762K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
106762K,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
106763J,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
106763J,Australian Catholic University-Brisbane Campus,BANYO,QLD
106763J,Australian Catholic University-Melbourne Campus,FITZROY,VIC
106763J,Strathfield Campus,STRATHFIELD,NSW
106764H,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
106764H,Australian Catholic University-Melbourne Campus,FITZROY,VIC
106764H,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
106765G,Australian Catholic University-Ballarat Campus,Ballarat,VIC
106765G,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
106765G,Australian Catholic University-Brisbane Campus,BANYO,QLD
106765G,Australian Catholic University-Canberra Campus,Watson,ACT
106765G,Australian Catholic University-Melbourne Campus,FITZROY,VIC
106765G,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
106765G,Strathfield Campus,STRATHFIELD,NSW
106766F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
106766F,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
106767E,Australian Catholic University-Blacktown CBD Campus,Blacktown,NSW
106767E,Australian Catholic University-Brisbane Campus,BANYO,QLD
106767E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
106767E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
107259F,Australian Catholic University-Melbourne Campus,FITZROY,VIC
107259F,Strathfield Campus,STRATHFIELD,NSW
108047K,Australian Catholic University-Brisbane Campus,BANYO,QLD
108047K,Australian Catholic University-Melbourne Campus,FITZROY,VIC
108047K,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
108047K,Strathfield Campus,STRATHFIELD,NSW
108631E,Australian Catholic University-Brisbane Campus,BANYO,QLD
108631E,Australian Catholic University-Melbourne Campus,FITZROY,VIC
108631E,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
108632D,Australian Catholic University-Brisbane Campus,BANYO,QLD
108632D,Australian Catholic University-Melbourne Campus,FITZROY,VIC
108632D,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
108633C,Australian Catholic University-Brisbane Campus,BANYO,QLD
108633C,Australian Catholic University-Melbourne Campus,FITZROY,VIC
108633C,Australian Catholic University-North Sydney Campus,NORTH SYDNEY,NSW
